loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_bmasse,pl_bmassj,pl_orbeccen,st_mass,st_logg,sy_dist
608,GJ 357 d,GJ 357,1,3,Radial Velocity,2019,55.661,6.1,0.01919,,0.34,4.94,9.44181
609,GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,2.64561,8.4,0.026,0.08,0.45,,20.3779
612,GJ 367 b,GJ 367,1,3,Transit,2021,0.3219233,,,,,4.82,9.41263
613,GJ 367 c,GJ 367,1,3,Radial Velocity,2023,11.5301,4.13,0.01299,0.09,0.46,4.78,9.41263
614,GJ 367 d,GJ 367,1,3,Radial Velocity,2023,34.369,6.03,0.01897,0.14,0.46,4.78,9.41263
615,GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,3.0232,8.0,0.02517,0.07,0.27,5.05,13.743
618,GJ 3929 b,GJ 3929,1,2,Transit,2022,2.61627687,,,,,4.9,15.8095
619,GJ 3929 c,GJ 3929,1,2,Radial Velocity,2022,15.04,5.71,0.01797,0.0,0.31,4.89,15.8095
620,GJ 393 b,GJ 393,1,1,Radial Velocity,2021,7.02679,1.71,0.00538,,0.43,4.88,7.03149
621,GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,6.905,7.14,0.02246,0.121,0.63,4.65,16.9287
622,GJ 3988 b,GJ 3988,1,1,Radial Velocity,2023,6.9442,3.69,0.01161,0.0,0.18,4.92,9.9105
623,GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,2.64977,2.47,0.00777,0.0,0.5,4.77,18.1459
624,GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,13.74,6.26,0.0197,0.049,0.5,4.77,18.1459
628,GJ 411 b,GJ 411,1,2,Radial Velocity,2019,12.9382,2.80325,0.00882,0.095,0.39,4.9,5.675773
630,GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,50.8,7.6,0.02391,0.45,0.65,4.65,11.8893
632,GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,744.7,58.48043,0.184,0.185,0.69,4.62,11.8893
634,GJ 422 b,GJ 422,1,1,Radial Velocity,2014,26.161,9.9,0.03115,0.05,0.35,,12.6631
635,GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,13.352,16.57,0.05213,0.37,0.41,4.97,21.3362
639,GJ 433 b,GJ 433,1,3,Radial Velocity,2011,7.3709,5.79,0.018,0.08,0.48,,9.06456
641,GJ 433 c,GJ 433,1,3,Radial Velocity,2014,5094.105,32.422,0.10201,0.12,0.48,,9.06456
642,GJ 433 d,GJ 433,1,3,Radial Velocity,2020,36.059,5.223,0.01643,0.07,0.48,,9.06456
663,GJ 436 b,GJ 436,1,1,Radial Velocity,2004,2.64389803,25.4,0.07992,0.1616,0.45,,9.75321
666,GJ 463 b,GJ 463,1,1,Radial Velocity,2022,3448.0,492.63403,1.55,0.09,0.49,4.86,18.3554
667,GJ 480 b,GJ 480,1,1,Radial Velocity,2020,9.567,13.2,0.04153,0.1,0.45,,14.2358
669,GJ 486 b,GJ 486,1,1,Radial Velocity,2021,1.467119,2.82,0.00887,0.05,0.32,,8.07426
670,GJ 504 b,GJ 504,1,1,Imaging,2013,,1271.3,4.0,,1.22,4.6,17.5299
671,GJ 514 b,GJ 514,1,1,Radial Velocity,2022,140.43,5.2,0.01636,0.45,0.51,4.76,7.61778
673,GJ 536 b,GJ 536,1,1,Radial Velocity,2016,8.708,6.52,0.02051,0.119,0.51,4.73,10.4092
679,GJ 581 b,GJ 581,1,3,Radial Velocity,2005,5.36874,15.65,0.049,0.0,,,6.2981
684,GJ 581 c,GJ 581,1,3,Radial Velocity,2007,12.9292,5.36,0.017,0.17,,,6.2981
688,GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.14867,1.7,0.00535,0.0,0.31,,6.2981
689,GJ 625 b,GJ 625,1,1,Radial Velocity,2017,14.628,2.82,0.00887,0.13,0.3,4.94,6.47249
692,GJ 649 b,GJ 649,1,1,Radial Velocity,2009,604.8,87.40281,0.275,0.17,0.53,4.76,10.3796
697,GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2012,7.203,,,0.2,,,7.24396
701,GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2013,28.1,4.1,0.013,0.27,,,7.24396
702,GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,62.24,2.7,0.008,0.02,0.33,4.69,7.24396
703,GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,39.026,2.7,0.008,0.03,0.33,4.69,7.24396
704,GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,256.2,4.6,0.014,0.08,0.33,4.69,7.24396
705,GJ 674 b,GJ 674,1,1,Radial Velocity,2007,4.6938,11.09,0.035,0.2,0.35,,4.54896
710,GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,1050.3,1570.0,4.95,0.328,0.71,,16.0272
712,GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,7337.0,2161.244,6.8,,,,16.0272
715,GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,3.6005,4.4,0.014,0.262,,,16.0272
718,GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,35.37,11.5,0.036,0.24,0.71,,16.0272
719,GJ 680 b,GJ 680,2,1,Radial Velocity,2022,17281.66514,7977.49302,25.1,0.381,0.46,,9.67315
720,GJ 682 b,GJ 682,1,2,Radial Velocity,2014,17.478,4.4,0.01384,0.08,0.27,,5.00671
721,GJ 682 c,GJ 682,1,2,Radial Velocity,2014,57.32,8.7,0.02737,0.1,0.27,,5.00671
722,GJ 685 b,GJ 685,1,1,Radial Velocity,2019,24.16,9.0,0.02832,0.0,0.55,4.72,14.3155
726,GJ 687 b,GJ 687,1,2,Radial Velocity,2014,38.14,18.394,0.058,0.04,0.41,,4.54939
727,GJ 687 c,GJ 687,1,2,Radial Velocity,2020,727.562,16.0,0.05034,0.4,0.4,,4.54939
728,GJ 720 A b,GJ 720 A,2,1,Radial Velocity,2021,19.466,13.64,0.04292,0.12,0.57,4.71,15.5575
729,GJ 724 b,GJ 724,1,1,Radial Velocity,2023,5.101284,10.75,0.03382,0.577,0.53,4.88,16.9658
730,GJ 740 b,GJ 740,1,1,Radial Velocity,2021,2.37756,2.96,0.00931,0.24,0.58,4.68,11.1017
732,GJ 806 b,GJ 806,1,2,Transit,2023,0.9263237,1.9,0.00598,,0.41,4.98,12.0445
733,GJ 806 c,GJ 806,1,2,Radial Velocity,2023,6.64064,5.8,0.01825,,0.41,4.98,12.0445
738,GJ 832 b,GJ 832,1,1,Radial Velocity,2008,3853.0,314.65012,0.99,0.05,0.45,,4.96435
745,GJ 849 b,GJ 849,1,2,Radial Velocity,2006,1882.0,317.83,1.0,0.04,0.65,4.8,8.80058
748,GJ 849 c,GJ 849,1,2,Radial Velocity,2014,5990.0,314.65012,0.99,0.092,0.45,4.8,8.80058
751,GJ 86 b,GJ 86,2,1,Radial Velocity,1999,15.76491,1242.66,3.91,0.0416,0.77,4.59,10.7836
759,GJ 876 b,GJ 876,1,4,Radial Velocity,1998,61.065,839.04,2.64,0.031,0.33,,4.67517
766,GJ 876 c,GJ 876,1,4,Radial Velocity,2000,30.455,251.075,0.79,0.2632,0.34,4.87,4.67517
773,GJ 876 d,GJ 876,1,4,Radial Velocity,2005,1.93774,7.53,0.024,0.0,0.34,4.87,4.67517
776,GJ 876 e,GJ 876,1,4,Radial Velocity,2010,124.5,16.58,0.05217,0.031,0.37,,4.67517
777,GJ 887 b,GJ 887,1,2,Radial Velocity,2020,9.262,4.2,0.01321,0.0,0.49,4.78,3.29
778,GJ 887 c,GJ 887,1,2,Radial Velocity,2020,21.789,7.6,0.02391,,0.49,4.78,3.29
779,GJ 896 A b,GJ 896 A,2,1,Astrometry,2022,284.39,718.2922,2.26,0.35,0.44,,6.26022
781,GJ 9066 c,GJ 9066,1,1,Radial Velocity,2020,767.887,71.6,0.22528,0.33,0.15,,4.471
782,GJ 9404 b,GJ 9404,1,1,Radial Velocity,2023,13.4586,11.9,0.03744,0.49,0.62,,23.8839
783,GJ 96 b,GJ 96,1,1,Radial Velocity,2018,73.94,19.66,0.06186,0.44,0.6,,11.9315
784,GJ 9689 b,GJ 9689,1,1,Radial Velocity,2020,18.27,9.65,0.03036,0.29,0.59,4.69,30.6203
785,GJ 9714 b,GJ 9714,1,1,Radial Velocity,2022,19240.75467,2988.54051,9.403,0.155,0.67,,20.5121
792,GJ 9827 b,GJ 9827,1,3,Transit,2017,1.2089802,3.42,0.01076,,0.61,4.65,29.661
797,GJ 9827 c,GJ 9827,1,3,Transit,2017,3.64823,1.45,0.00456,,0.64,4.66,29.661
802,GJ 9827 d,GJ 9827,1,3,Transit,2017,6.2014698,4.04,0.01271,0.0,0.61,4.66,29.661
804,GPX-1 b,GPX-1,1,1,Transit,2021,1.744579,6261.21962,19.7,0.0,1.68,4.27,655.013
806,GQ Lup b,GQ Lup,1,1,Imaging,2004,,6356.0,20.0,,0.7,,151.169
810,GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010,,5000.0,16.0,,0.9,,108.5
811,GU Psc b,GU Psc,1,1,Imaging,2014,,3591.3,11.3,,0.33,,47.5501
812,Gaia-1 b,Gaia-1,1,1,Transit,2022,3.052524,533.95172,1.68,,0.95,,363.66
814,Gaia-2 b,Gaia-2,1,1,Transit,2022,3.69155899,,,,,4.37,209.229
815,Gl 378 b,Gl 378,1,1,Radial Velocity,2019,3.822,13.02,0.04097,0.109,0.56,,14.9545
816,Gl 49 b,Gl 49,2,1,Radial Velocity,2019,13.8508,5.63,0.01771,0.363,0.52,4.69,9.8528
819,Gl 686 b,Gl 686,1,1,Radial Velocity,2018,15.53209,7.1,0.02234,0.0,0.42,4.83,8.15728
833,HAT-P-1 b,HAT-P-1,2,1,Transit,2006,4.46,168.4499,0.53,,1.13,4.35,158.979
851,HAT-P-11 b,HAT-P-11,1,2,Transit,2008,4.88780271,,,0.0,0.83,4.59,37.7647
853,HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,3397.0,731.009,2.3,0.604,0.81,,37.7647
867,HAT-P-12 b,HAT-P-12,1,1,Transit,2009,3.2130579,67.06213,0.211,0.0,0.73,4.61,142.751
877,HAT-P-13 b,HAT-P-13,1,2,Transit,2009,2.9162383,285.72917,0.899,0.007,1.32,,246.81
881,HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009,446.27,4538.421,14.28,0.6616,,,246.81
893,HAT-P-14 b,HAT-P-14,2,1,Transit,2010,4.627664,,,,,4.22,222.663
899,HAT-P-15 b,HAT-P-15,1,1,Transit,2010,10.863502,619.45067,1.949,0.2,1.01,,192.516
908,HAT-P-16 b,HAT-P-16,3,1,Transit,2010,2.77596,1332.66119,4.193,0.036,1.2,,226.637
916,HAT-P-17 b,HAT-P-17,1,2,Transit,2010,10.3385358,,,,,,92.3831
919,HAT-P-17 c,HAT-P-17,1,2,Radial Velocity,2010,1610.0,416.34,1.31,0.086,0.86,4.52,92.3831
930,HAT-P-18 b,HAT-P-18,1,1,Transit,2010,5.5080287,,,,,,161.4
937,HAT-P-19 b,HAT-P-19,1,1,Transit,2010,4.008778,90.26372,0.284,0.024,0.84,,202.078
953,HAT-P-2 b,HAT-P-2,1,2,Transit,2007,5.6334754,2765.121,8.7,0.50833,1.36,,127.774
954,HAT-P-2 c,HAT-P-2,1,2,Radial Velocity,2023,8500.0,3400.76395,10.7,0.37,1.33,,127.774
963,HAT-P-20 b,HAT-P-20,1,1,Transit,2010,2.87531694,2294.7326,7.22,0.0172,0.74,4.52,71.0374
969,HAT-P-21 b,HAT-P-21,1,1,Transit,2010,4.1244799,,,,1.24,4.33,277.278
978,HAT-P-22 b,HAT-P-22,2,1,Transit,2010,3.21222,785.0401,2.47,0.02,1.13,4.36,81.7647
988,HAT-P-23 b,HAT-P-23,1,1,Transit,2010,1.212884,664.2647,2.09,0.106,,,364.813
997,HAT-P-24 b,HAT-P-24,2,1,Transit,2010,3.3552479,229.79109,0.723,0.038,1.19,,415.344
1004,HAT-P-25 b,HAT-P-25,1,1,Transit,2010,3.65281514,180.84527,0.569,0.023,1.01,4.52,300.384
1012,HAT-P-26 b,HAT-P-26,1,1,Transit,2010,4.23421531,,,,,4.5,141.837
1019,HAT-P-27 b,HAT-P-27,2,1,Transit,2011,3.039586,209.759,0.66,0.078,0.94,4.51,199.173
1023,HAT-P-28 b,HAT-P-28,1,1,Transit,2011,3.257215,202.45771,0.637,0.039,1.02,,401.319
1032,HAT-P-29 b,HAT-P-29,2,1,Transit,2011,5.723371,,,,1.21,4.34,313.576
1045,HAT-P-3 b,HAT-P-3,2,1,Transit,2007,2.899736,193.55847,0.609,0.01,0.93,,134.554
1053,HAT-P-30 b,HAT-P-30,2,1,Transit,2011,2.8106016,,,,1.24,4.36,213.985
1061,HAT-P-31 b,HAT-P-31,1,1,Transit,2011,5.0052605,,,,,4.17,344.05
1073,HAT-P-32 b,HAT-P-32,2,1,Transit,2011,2.15001,263.7989,0.83,0.0,1.09,4.33,289.205
1080,HAT-P-33 b,HAT-P-33,2,1,Transit,2011,,206.5895,0.65,0.13,1.38,,396.11
1090,HAT-P-34 b,HAT-P-34,1,1,Transit,2011,5.45265,2227.9883,7.01,0.44,4.26,4.21,249.325
1096,HAT-P-35 b,HAT-P-35,3,1,Transit,2011,3.646706,334.979,1.054,0.025,1.24,,506.965
1106,HAT-P-36 b,HAT-P-36,1,1,Transit,2011,1.3273482,,,,,4.37,294.419
1112,HAT-P-37 b,HAT-P-37,1,1,Transit,2011,2.79747574,,,,,4.54,390.594
1118,HAT-P-38 b,HAT-P-38,1,1,Transit,2012,4.6403288,,,,0.89,,255.206
1121,HAT-P-39 b,HAT-P-39,2,1,Transit,2012,3.5438893,,,,,4.07,697.004
1132,HAT-P-4 b,HAT-P-4,2,1,Transit,2007,3.0565195,216.1244,0.68,,1.27,4.13,320.451
1138,HAT-P-40 b,HAT-P-40,1,1,Transit,2012,4.45714437,,,,,3.85,464.469
1145,HAT-P-41 b,HAT-P-41,2,1,Transit,2012,2.694047,252.67485,0.795,0.22,1.42,,348.185
1151,HAT-P-42 b,HAT-P-42,1,1,Transit,2012,4.6418368,,,,,4.14,405.238
1158,HAT-P-43 b,HAT-P-43,1,1,Transit,2012,3.332687,232.0159,0.73,0.21,1.05,,528.825
1163,HAT-P-44 b,HAT-P-44,1,2,Transit,2014,4.301219,111.871,0.352,0.044,0.94,4.46,347.85
1164,HAT-P-44 c,HAT-P-44,1,2,Radial Velocity,2014,872.2,1271.3,4.0,0.494,0.94,4.46,347.85
1168,HAT-P-45 b,HAT-P-45,1,1,Transit,2014,3.12899225,,,,,,298.64
1171,HAT-P-46 b,HAT-P-46,1,1,Transit,2014,4.4631365,,,,1.76,4.4,290.736
1177,HAT-P-49 b,HAT-P-49,1,1,Transit,2014,2.6915535,,,,1.54,4.1,350.351
1186,HAT-P-5 b,HAT-P-5,1,1,Transit,2007,2.78847227,,,,,4.35,303.336
1192,HAT-P-50 b,HAT-P-50,1,1,Transit,2015,3.1220018,,,,1.27,4.07,515.458
1197,HAT-P-51 b,HAT-P-51,1,1,Transit,2015,4.21802091,97.57332,0.307,,0.96,4.43,440.089
1203,HAT-P-52 b,HAT-P-52,1,1,Transit,2015,2.7535973,,,,0.89,4.48,361.155
1207,HAT-P-53 b,HAT-P-53,1,1,Transit,2015,1.9616241,471.65972,1.484,0.134,1.09,4.31,666.802
1215,HAT-P-54 b,HAT-P-54,1,1,Transit,2015,3.799847,578.4506,1.82,0.66,0.65,,143.651
1222,HAT-P-55 b,HAT-P-55,1,1,Transit,2015,3.5852329,,,,1.01,4.43,511.388
1232,HAT-P-56 b,HAT-P-56,1,1,Transit,2015,2.79082479,,,,,,320.639
1235,HAT-P-57 b,HAT-P-57,3,1,Transit,2015,2.465295,587.9855,1.85,0.0,1.47,4.25,279.86
1238,HAT-P-58 b,HAT-P-58,1,1,Transit,2021,4.0138379,118.23217,0.372,0.073,1.03,4.08,515.59
1241,HAT-P-59 b,HAT-P-59,1,1,Transit,2021,4.1419771,489.45575,1.54,0.03,1.01,4.36,265.471
1251,HAT-P-6 b,HAT-P-6,1,1,Transit,2007,3.853003,351.51998,1.106,0.044,1.29,,275.358
1254,HAT-P-60 b,HAT-P-60,1,1,Transit,2021,4.7947729,,,,,3.86,233.22
1256,HAT-P-61 b,HAT-P-61,1,1,Transit,2021,1.90231289,335.94463,1.057,0.113,1.0,4.5,338.84
1258,HAT-P-62 b,HAT-P-62,1,1,Transit,2021,2.64521209,,,,,4.25,348.815
1259,HAT-P-63 b,HAT-P-63,1,1,Transit,2021,3.377728,195.14664,0.614,0.069,0.93,4.43,4483.05
1262,HAT-P-64 b,HAT-P-64,1,1,Transit,2021,4.007232,,,,,4.03,651.897
1266,HAT-P-65 b,HAT-P-65,1,1,Transit,2016,2.6054552,167.49641,0.527,0.304,1.21,3.98,738.519
1270,HAT-P-66 b,HAT-P-66,1,1,Transit,2016,2.9720887,,,,,,935.456
1273,HAT-P-67 b,HAT-P-67,2,1,Transit,2017,4.8101046,,,,,,371.686
1275,HAT-P-68 b,HAT-P-68,1,1,Transit,2020,2.29840551,230.10892,0.724,0.041,0.68,4.62,202.152
1279,HAT-P-69 b,HAT-P-69,1,1,Transit,2019,4.7869491,1137.8314,3.58,0.0,1.65,4.11,341.263
1300,HAT-P-7 b,HAT-P-7,2,1,Transit,2008,2.2047363,,,,1.47,,341.079
1304,HAT-P-70 b,HAT-P-70,1,1,Transit,2019,2.7443216,,,,,4.19,330.739
1312,HAT-P-8 b,HAT-P-8,3,1,Transit,2008,,414.45032,1.304,0.0029,1.19,,211.553
1321,HAT-P-9 b,HAT-P-9,1,1,Transit,2008,3.92281147,,,,,,455.203
1326,HATS-1 b,HATS-1,1,1,Transit,2012,3.446459,556.2025,1.75,0.082,0.99,,283.971
1328,HATS-10 b,HATS-10,1,1,Transit,2015,3.312846,185.93055,0.585,0.28,1.1,,534.889
1333,HATS-11 b,HATS-11,1,1,Transit,2016,3.6191613,270.1555,0.85,0.34,1.0,4.12,944.603
1339,HATS-12 b,HATS-12,1,1,Transit,2016,3.1428347,759.6137,2.39,,,,746.138
1345,HATS-13 b,HATS-13,1,1,Transit,2015,3.0440546,,,,0.96,4.52,421.855
1351,HATS-14 b,HATS-14,1,1,Transit,2015,2.7667641,340.39593,1.071,0.142,0.97,4.48,513.011
1352,HATS-15 b,HATS-15,1,1,Transit,2016,1.74748753,689.6911,2.17,0.126,0.87,4.45,1139.55
1356,HATS-16 b,HATS-16,1,1,Transit,2016,2.686502,1039.3041,3.27,0.0,0.97,4.24,757.044
1360,HATS-17 b,HATS-17,1,1,Transit,2016,16.254686,,,,,,400.331
1365,HATS-18 b,HATS-18,1,1,Transit,2016,0.8378434,,,,,,624.368
1370,HATS-2 b,HATS-2,1,1,Transit,2013,1.354133,427.463,1.345,0.0,0.88,4.48,341.925
1375,HATS-22 b,HATS-22,1,1,Transit,2017,4.72281583,,,,,,229.518
1377,HATS-23 b,HATS-23,1,1,Transit,2017,2.160344,,,,,4.33,639.004
1384,HATS-24 b,HATS-24,1,1,Transit,2017,1.3484954,775.5052,2.44,0.242,1.21,4.38,494.182
1388,HATS-25 b,HATS-25,1,1,Transit,2016,4.298643,,,,0.99,4.35,471.158
1392,HATS-26 b,HATS-26,1,1,Transit,2016,3.3023935,,,,,,861.843
1396,HATS-27 b,HATS-27,1,1,Transit,2016,4.637038,168.4499,0.53,0.581,1.42,4.11,816.988
1400,HATS-28 b,HATS-28,1,1,Transit,2016,3.1810697,,,,,,535.383
1404,HATS-29 b,HATS-29,1,1,Transit,2016,4.6058749,207.54299,0.653,0.158,1.03,4.39,353.891
1411,HATS-3 b,HATS-3,1,1,Transit,2013,3.547851,349.613,1.1,0.3,1.21,,411.211
1415,HATS-30 b,HATS-30,2,1,Transit,2016,3.174351,,,,,,342.14
1417,HATS-31 b,HATS-31,1,1,Transit,2016,3.37796,279.6904,0.88,0.233,1.27,4.0,773.974
1421,HATS-32 b,HATS-32,1,1,Transit,2016,2.8126545,,,,,,745.116
1427,HATS-33 b,HATS-33,1,1,Transit,2016,2.549564,,,,1.06,,248.46
1430,HATS-34 b,HATS-34,1,1,Transit,2016,2.10616073,,,,,4.43,508.842
1434,HATS-35 b,HATS-35,1,1,Transit,2016,1.8209993,388.38826,1.222,0.306,1.32,4.24,514.555
1438,HATS-36 b,HATS-36,1,1,Transit,2018,4.175186,,,,1.1,4.4,856.436
1439,HATS-37 A b,HATS-37 A,2,1,Transit,2020,4.3315366,31.46517,0.099,0.0,0.84,4.48,211.896
1442,HATS-38 b,HATS-38,1,1,Transit,2020,4.37446138,,,,,4.35,343.525
1446,HATS-39 b,HATS-39,1,1,Transit,2018,4.5776375,,,,,,878.521
1452,HATS-4 b,HATS-4,1,1,Transit,2014,2.516729,416.03947,1.309,0.024,1.0,,416.459
1455,HATS-40 b,HATS-40,1,1,Transit,2018,3.2642736,,,,1.56,3.92,1342.29
1459,HATS-41 b,HATS-41,1,1,Transit,2018,4.193649,,,,1.5,4.14,737.668
1463,HATS-42 b,HATS-42,1,1,Transit,2018,2.292102,,,,1.27,4.2,800.377
1468,HATS-43 b,HATS-43,1,1,Transit,2018,4.3888497,82.95363,0.261,0.173,0.84,4.54,362.273
1471,HATS-44 b,HATS-44,1,1,Transit,2018,2.7439004,177.9848,0.56,0.279,0.86,4.51,446.035
1475,HATS-45 b,HATS-45,1,1,Transit,2018,4.187618,,,,1.27,4.3,772.11
1479,HATS-46 b,HATS-46,1,1,Transit,2018,4.7423719,,,,0.92,4.54,453.808
1483,HATS-47 b,HATS-47,1,1,Transit,2020,3.9228038,,,,0.67,4.63,300.67
1486,HATS-48 A b,HATS-48 A,2,1,Transit,2020,3.13165894,,,,,4.44,263.609
1488,HATS-49 b,HATS-49,1,1,Transit,2020,4.14703592,,,,,4.48,324.413
1494,HATS-5 b,HATS-5,1,1,Transit,2014,4.76339,,,,0.94,4.53,246.384
1495,HATS-50 b,HATS-50,1,1,Transit,2017,3.8297015,123.9537,0.39,0.516,1.17,4.41,756.742
1499,HATS-51 b,HATS-51,1,1,Transit,2017,3.3488702,244.09344,0.768,0.33,1.19,4.2,389.57
1502,HATS-52 b,HATS-52,1,1,Transit,2017,1.3666563,,,,,4.44,555.134
1505,HATS-53 b,HATS-53,1,1,Transit,2017,3.8537616,,,,,4.39,585.77
1508,HATS-54 b,HATS-54,1,1,Transit,2019,2.5441828,241.5508,0.76,0.126,1.1,4.24,748.585
1512,HATS-55 b,HATS-55,1,1,Transit,2019,4.2042001,292.72143,0.921,0.092,1.2,4.41,609.838
1515,HATS-56 b,HATS-56,1,1,Transit,2019,4.3247708,,,,,3.9,564.409
1519,HATS-57 b,HATS-57,1,1,Transit,2019,2.35061769,,,,,,279.485
1522,HATS-58 A b,HATS-58 A,2,1,Transit,2019,4.21806868,,,,,4.44,403.591
1525,HATS-59 b,HATS-59,1,2,Transit,2018,5.4161129,,,,,4.36,642.884
1526,HATS-59 c,HATS-59,1,2,Radial Velocity,2018,1422.0,4036.441,12.7,0.083,1.04,4.42,642.884
1531,HATS-6 b,HATS-6,1,1,Transit,2015,3.3252715,,,,0.57,4.68,169.318
1535,HATS-60 b,HATS-60,1,1,Transit,2018,3.560829,210.40346,0.662,0.191,1.1,4.15,486.474
1538,HATS-61 b,HATS-61,1,1,Transit,2018,7.8181434,,,,,4.0,679.761
1539,HATS-62 b,HATS-62,1,1,Transit,2018,3.2768837,56.89157,0.179,0.298,0.9,4.45,523.067
1543,HATS-63 b,HATS-63,1,1,Transit,2018,3.05662771,,,,,4.41,623.232
1546,HATS-64 b,HATS-64,1,1,Transit,2018,4.90969003,,,,,3.94,1080.15
1547,HATS-65 b,HATS-65,2,1,Transit,2018,3.105161,260.93843,0.821,0.062,1.26,4.3,493.32
1550,HATS-66 b,HATS-66,1,1,Transit,2018,3.14138245,,,,,4.09,1477.98
1553,HATS-67 b,HATS-67,1,1,Transit,2018,1.60918292,,,,,,960.109
1557,HATS-68 b,HATS-68,1,1,Transit,2018,3.5862202,410.0007,1.29,0.036,1.35,4.08,603.955
1561,HATS-69 b,HATS-69,1,1,Transit,2018,2.2252525,,,,,,414.537
1565,HATS-7 b,HATS-7,1,1,Transit,2015,3.18533248,,,,,4.5,240.707
1569,HATS-70 b,HATS-70,1,1,Transit,2019,1.88819939,,,,,4.11,1458.83
1573,HATS-71 b,HATS-71,1,1,Transit,2020,3.79551778,,,,,4.44,140.225
1576,HATS-72 b,HATS-72,1,1,Transit,2020,7.3279474,39.85588,0.1254,0.013,0.73,4.59,127.589
1578,HATS-74 A b,HATS-74 A,2,1,Transit,2021,1.73185606,464.02947,1.46,0.044,0.6,4.7,299.389
1580,HATS-75 b,HATS-75,1,1,Transit,2021,2.7886556,156.05375,0.491,0.064,0.6,4.68,194.964
1582,HATS-76 b,HATS-76,1,1,Transit,2021,1.9416423,835.57088,2.629,0.062,0.66,4.67,385.689
1584,HATS-77 b,HATS-77,1,1,Transit,2021,3.0876262,436.69623,1.374,0.045,0.66,4.64,436.176
1586,HATS-8 b,HATS-8,1,1,Transit,2015,3.583893,43.86054,0.138,0.376,1.06,4.39,794.637
1592,HATS-9 b,HATS-9,1,1,Transit,2015,1.9153073,261.57409,0.823,0.075,1.03,,638.7
1593,HD 100546 b,HD 100546,1,1,Imaging,2014,,2701.54146,8.5,,2.4,,109.677
1595,HD 100655 b,HD 100655,2,1,Radial Velocity,2011,157.57001,511.7063,1.61,0.09,2.28,2.79,137.178
1598,HD 100777 b,HD 100777,1,1,Radial Velocity,2007,383.70001,327.3649,1.03,0.36,0.83,4.32,49.5336
1600,HD 10180 c,HD 10180,1,6,Radial Velocity,2010,5.75979,13.1,0.04122,0.045,1.06,4.39,38.9607
1602,HD 10180 d,HD 10180,1,6,Radial Velocity,2010,16.357,12.01397,0.0378,0.131,1.06,4.39,38.9607
1604,HD 10180 e,HD 10180,1,6,Radial Velocity,2010,49.745,25.1,0.079,0.026,1.06,4.39,38.9607
1606,HD 10180 f,HD 10180,1,6,Radial Velocity,2010,122.744,22.94733,0.0722,0.119,1.06,4.39,38.9607
1608,HD 10180 g,HD 10180,1,6,Radial Velocity,2010,601.2,21.4,0.0673,0.19,1.06,4.39,38.9607
1610,HD 10180 h,HD 10180,1,6,Radial Velocity,2010,2222.0,64.4,0.203,0.08,1.06,4.39,38.9607
1612,HD 101930 b,HD 101930,2,1,Radial Velocity,2005,70.46,95.34,0.3,0.11,0.74,4.24,30.0274
1617,HD 102117 b,HD 102117,1,1,Radial Velocity,2005,20.67,44.4962,0.14,0.0,1.03,4.27,39.5792
1621,HD 102195 b,HD 102195,1,1,Radial Velocity,2006,4.079,155.73592,0.49,0.167,0.92,,29.3386
1624,HD 102272 b,HD 102272,1,1,Radial Velocity,2008,,1671.7,5.26,,1.6,,347.097
1626,HD 102329 b,HD 102329,1,2,Radial Velocity,2011,778.09998,2593.4928,8.16,0.21,3.21,2.96,217.107
1627,HD 102329 c,HD 102329,1,2,Radial Velocity,2018,1123.0,483.1016,1.52,0.209,1.3,,217.107
1628,HD 102365 b,HD 102365,2,1,Radial Velocity,2010,122.1,16.0,0.05,0.34,0.85,4.57,9.2894
1629,HD 102843 b,HD 102843,1,1,Radial Velocity,2019,3090.942,113.9,0.35837,0.11,0.95,,62.758
1632,HD 102956 b,HD 102956,2,1,Radial Velocity,2010,6.4947,305.1168,0.96,0.037,1.66,3.38,121.89
1634,HD 103197 b,HD 103197,1,1,Radial Velocity,2009,47.84,28.6047,0.09,0.0,0.8,4.45,57.1463
